epoch,acc,loss,val_acc,val_loss
0,0.766496191683,0.683373707518,0.93625,0.220740593672
1,0.940873332396,0.202192769891,0.94606918239,0.188616598777
2,0.951696147891,0.165341791718,0.946640625,0.187663966492
3,0.957772251678,0.145870344537,0.959512578766,0.144321375186
4,0.96152039826,0.134442151348,0.9528125,0.174778582267
5,0.969032984563,0.110383767161,0.962106918239,0.147479676975
6,0.969705500557,0.107162617889,0.9590625,0.15276043443
7,0.97381879604,0.0935992738147,0.958176100704,0.161139901629
